Palavra,Frequencia
rato,2
raul,6
ravena,1
ravenna,1
ravi,1
razao,7
razoes,2
rdr,1
re,12
reabertura,1
reabilitacao,5
reabilitar,1
reabrir,4
reacao,3
reacender,1
reafirma,8
reafirmacao,1
reafirmado,1
reafirmam,4
reafirmamos,25
reafirmando,25
reafirmar,18
reafirmaram,1
reafirmarmos,3
reafirmei,7
reafirmo,24
reafirmou,3
reais,88
reajuste,1
reajustes,1
real,36
realidade,195
realidades,2
realista,1
realistas,7
realiza,5
realizacao,17
realizacoes,16
realizada,60
realizadas,7
realizado,29
realizador,1
realizados,4
realizam,1
realizamos,17
realizando,20
realizar,58
realizara,1
realizaremos,1
realizarmos,1
realizei,3
realizou,9
realmente,70
realocadas,1
reativar,9
reavaliar,1
reavaliem,1
rebaixamento,2
rebatendo,2
rebento,1
reboucas,2
recadinho,5
recado,64
recados,1
recanto,7
recapeou,1
recarregada,1
recarregadas,3
recarregar,7
receba,6
recebam,8
recebe,13
recebem,3
recebemos,59
recebendo,64
receber,79
recebera,1
receberam,16
receberao,2
receberem,2
recebeu,20
recebi,32
recebida,3
recebidas,3
recebido,33
recebidos,25
recebo,23
receeeeba,1
receita,2
receitas,3
recente,24
recentemente,5
recentes,5
recepcao,50
recepcionado,1
recepcionados,2
recepcionaram,1
recepcoes,1
receptacao,1
receptividade,17
recheada,1
recibo,1
reciclaveis,2
recifeainda,1
recifense,13
recifenses,34
recintos,1
reciproco,2
reclama,2
reclamacao,3
reclamacoes,4
reclamando,1
reclamar,1
reclame,1
recolhendo,1
recolocar,1
recomeco,1
recomendamos,1
recompensada,1
recompensado,1
recompensar,1
reconheca,2
reconhece,17
reconhecem,7
reconhecendo,5
reconhecer,8
reconheceu,1
reconhecida,3
reconhecidas,1
reconhecido,3
reconhecidos,1
reconhecimento,25
reconheco,3
reconquistar,1
reconstrucao,20
reconstruida,1
reconstruindo,1
reconstruir,54
reconstruiremos,2
reconstruirmos,2
record,11
recordando,1
recordar,1
recorde,6
recordes,1
recordo,2
recorre,1
recorrentes,1
recorrer,1
recorte,11
recortes,1
recriacao,1
recriando,1
recriar,1
recrutamento,1
recuaram,1
recuperacao,4
recuperadas,3
recuperamos,1
recuperar,7
recuperou,1
recurso,6
recursos,61
recusa,1
recusaria,1
redacao,1
rede,256
redemocratizacao,1
redentor,5
redes,52
redinha,13
redobrado,1
redobrar,1
redonda,6
redondezas,1
redor,7
reducao,8
reduz,2
reduzida,3
reduzido,2
reduzimos,3
reduzindo,6
reduzir,32
reduzira,1
reduziu,1
reeleger,1
reeleicao,13
reeleito,9
reeleitos,1
reels,3
reencontramos,2
reencontrar,2
reenergizada,1
reerguer,1
reescrevendo,1
reestruturacao,8
reestruturar,9
refeicao,1
refeicoes,5
refem,2
refere,2
referencia,46
referencias,2
referente,1
refiro,1
reflete,7
refletem,6
refletida,2
refletidas,1
refletimos,1
refletir,8
refletor,2
reflexao,4
reflexo,10
reflexoes,1
reflexos,3
reflita,4
reflitam,7
reflorestamento,1
reforca,29
reforcada,1
reforcado,8
reforcam,6
reforcamos,22
reforcando,26
reforcar,39
reforcaram,2
reforce,1
reforcei,4
reforco,14
reforcou,8
reforma,18
reformada,1
reformadas,2
reformado,1
reformamos,4
reformando,2
reformar,12
reformaremos,1
reformas,2
reformei,2
reformou,1
reformulacao,2
reformular,2
refrescante,1
refrescos,1
refrigerados,1
refrota,1
reggae,1
regi,1
regiao,93
regime,1
reginaldo,2
regioes,21
regionais,9
regional,14
registra,1
registrada,68
registrado,4
registrar,5
registro,27
registros,29
registrou,6
regra,4
regras,7
regressiva,22
regua,3
regulacao,1
regulamentacao,3
regular,1
regularidade,2
regularizacao,12
regularizada,1
regularizadas,1
regularizando,1
regularizar,3
regularizara,1
rei,5
reimplantando,1
reimplantar,2
reinar,1
reinauguracao,1
reintegracao,2
reintegrar,1
reivindicacoes,2
reivindicar,1
rejane,2
rejeita,1
rejeitou,1
relacao,27
relacionada,1
relacionadas,1
relacionados,1
relacionamento,1
relacoes,7
relatam,3
relatando,2
relativos,1
relato,6
relatorio,3
relatos,5
relatou,2
relembrando,4
relembrar,5
relembro,1
relevancia,3
relevante,1
relevantes,3
religiao,2
religiosa,1
religiosidade,1
religioso,2
religiosos,2
remanescentes,1
remarcado,1
remedio,5
remedios,13
remocao,2
remover,1
renan,1
renasce,3
renascenca,6
renascendo,2
renascer,4
renasceu,1
renata,4
renato,2
renda,60
rende,5
render,1
rendeu,1
rendimento,4
rendimentos,1
renova,7
renovacao,58
renovada,11
renovadas,2
renovado,5
renovadora,1
renovados,1
renovam,2
renovamos,2
renovando,8
renovar,21
renovaveis,1
renovem,1
renovo,1
renovou,2
renuncia,1
reocupacao,1
reorganizacao,3
reorganizar,3
repaginada,1
reparacao,1
reparam,1
reparar,1
repare,2
reparou,1
repassa,2
repassado,1
repassados,1
repassando,1
repasse,1
repasses,1
repensar,1
repente,3
repentista,1
repercussao,2
repercutido,1
repercutindo,2
repete,5
repetidas,1
repetir,10
repi,1
repima,2
repita,3
repito,2
repitona,1
repleta,4
repleto,14
replicar,1
report,1
reportagem,9
reporter,6
repost,2
repostar,2
representa,49
representacao,3
representacoes,2
representada,1
representado,2
representam,20
representamos,4
representando,7
representante,4
representantes,35
representar,12
representaram,1
representarem,1
representatividade,2
representava,1
represente,4
represento,1
representou,9
reproduzido,1
reprovada,1
reprovado,1
republica,8
republicanos,154
repudia,1
repudiando,8
repudio,1
repugnantes,1
repulsa,1
requalificacao,9
requalificada,3
requalificadas,1
requalificado,3
requalificados,1
requalificamos,5
requalificando,1
requalificar,6
requalificou,2
requentadas,1
requer,2
requerimento,1
requisitos,1
resenha,9
resenheiro,1
reserva,1
reservatorios,1
reservou,1
resgatada,1
resgatando,1
resgatar,8
resgate,1
resguardar,2
residencia,6
residenciais,2
residencial,31
residencias,1
residentes,2
residuo,1
residuos,2
resiliente,4
resilientes,1
resiste,2
resistencia,22
resistido,1
resistindo,1
resolucao,1
resolutivo,1
resolva,4
resolvam,1
resolve,5
resolvem,1
resolvemos,2
resolvendo,2
resolver,88
resolveu,8
resolvi,6
resolvida,1
resolvidas,2
resolvido,1
resolvidos,1
respaldo,2
respectivamente,3
respeita,29
respeitada,6
respeitadas,5
respeitado,6
respeitados,6
respeitam,5
respeitamos,1
respeitando,14
respeitar,12
respeitaram,1
respeitaremos,1
respeite,4
respeitem,2
respeito,234
respeitosa,1
respeitoso,3
respeitou,2
respiram,1
responda,1
respondam,1
responde,6
respondemos,1
respondendo,1
respondentes,1
responder,11
respondeu,2
respondida,1
respondo,3
responsabilidade,75
responsabilidades,2
responsabilizacao,2
responsabilizar,1
responsaveis,12
responsavel,11
resposta,25
respostas,6
ressalta,1
ressaltadando,1
ressaltamos,1
ressaltando,2
ressaltar,2
ressignificam,1
ressignificar,1
ressocializacao,1
ressonancia,2
ressureicao,1
ressurreicao,5
resta,5
restabelece,1
restabelecer,2
restam,1
restante,3
restar,2
restarem,1
restauracao,1
restaurante,5
restaurantes,10
restaure,1
restavam,1
resto,8
restos,1
restou,1
restruturacao,1
resultado,94
resultados,50
resultando,1
resultaram,1
resumao,3
resumindo,1
resumir,1
resumiu,1
resumo,6
reta,109
retada,1
retado,1
retificacao,1
retira,1
retirada,10
retiradas,3
retirado,2
retirados,1
retiramos,1
retirar,4
retiraram,1
retiro,3
retirou,5
reto,3
retomada,3
retomado,1
retomalo,1
retomamos,1
retomando,1
retomar,7
retomaremos,4
retornar,3
retorno,9
retratista,1
retrato,4
retribuam,1
retribuida,1
retribuir,10
retribuiram,1
retribuo,3
retro,1
retroceda,1
retroceder,11
retrocesso,16
retrocessos,1
reuna,1
reune,2
reunem,1
reuni,2
reuniao,81
reuniaoalmoco,1
reunida,3
reunidas,1
reunido,7
reunidos,3
reunimos,19
reunindo,7
reunioes,5
reunir,14
reuniram,3
reuniremos,1
reunirmos,2
reuniu,7
reurbanizacao,1
reveillon,1
revela,9
revelacao,1
revelam,3
revelar,2
revellion,1
revelou,1
revendo,1
rever,5
revertendo,1
reverter,2
revezam,5
revigorado,1
revigorados,2
revigorante,1
revigorar,1
revista,3
revitaliza,1
revitalizacao,24
revitalizacoes,1
revitalizado,3
revitalizados,1
revitalizando,3
revitalizar,29
revitalizara,1
revivemos,2
reviver,2
revolta,1
revolucao,4
revolucionar,1
revolucionou,1
rezando,1
rezo,1
riacho,4
riachuelo,1
ribeira,6
ribeirinhos,1
ribeiro,6
rica,9
ricardo,239
rico,1
ricos,2
ridiculo,1
rigor,2
rimas,3
rindo,1
rio,53
rios,9
rip,1
riqueza,3
riquezas,5
risada,2
risadas,1
risco,19
risoleta,3
rita,2
ritmo,32
rivadavia,1
rivalidade,1
rizo,1
rn,32
robalinho,1
robert,1
roberta,1
robinho,2
robos,1
robotica,3
robson,1
rocas,6
rocha,7
rocheda,1
rock,1
roda,4
rodada,1
rodando,4
rodar,3
rodas,3
rodeado,4
rodeados,1
rodizio,1
rodolfo,2
rodoviaria,1
rodoviario,11
rodoviarios,1
rodrigo,4
rodrigues,21
roger,2
rogerio,1
rojao,1
rolando,3
rolar,1
roldao,1
role,3
rolezinho,4
rolou,5
rombo,1
romero,10
rompa,1
romper,2
romulo,2
ronaldao,1
ronda,6
rondas,2
roque,1
rosado,1
rosalina,2
rosario,1
rose,1
roseane,1
roseno,2
rossini,3
rostinho,1
rosto,20
rostos,1
rota,6
rotas,4
rotatoria,1
roteando,1
roteiro,1
roteiros,1
rotina,7
rouanet,1
roubalheira,1
roubar,1
roubo,3
roubos,5
roupa,6
roupagem,1
rousseff,6
roxo,1
rs,3
rsrs,2
rua,135
ruas,439
rubem,1
rubenio,1
rui,4
ruim,5
ruina,1
ruinas,1
ruma,2
rumo,217
rumos,10
run,3
rural,17
ruy,24
s,3
sabadao,4
sabadar,1
sabadinho,1
sabado,83
sabados,8
sabadou,4
sabateena,5
sabatina,35
sabatinas,5
sabe,317
sabedoria,13
sabem,63
sabemos,53
sabendo,7
saber,50
saberemos,1
saberes,1
sabese,1
sabia,13
sabiamos,1
sabin,2
sabio,1
sabios,1
sabor,1
saborear,1
sabores,2
sabre,1
sabtinha,1
sacada,1
sacavem,1
saci,2
saco,12
sacola,1
sacra,1
sacrificios,1
saem,3
sagrada,2
sagrado,6
sai,9
saia,3
saiam,1
saiba,16
saibam,8
said,1
saida,6
saidas,2
saido,3
saimos,9
saindo,11
saio,1
sair,19
saira,1
sairam,3
sairao,1
sairemos,2
sairmos,1
saiu,17
saiude,1
sala,16
salada,1
salariais,1
salarial,1
salario,3
salarios,5
salas,7
saldanha,1
saldo,1
sales,1
salgadinho,3
salientou,1
salmo,1
saltamos,1
salto,2
salva,1
salvam,2
salvar,10
salvas,1
salve,3
salvou,7
samapi,1
samara,4
samba,7
sambando,2
samia,1
sampaio,4
samu,2
samuel,7
san,2
sanar,5
sancao,1
sancionada,1
sancionado,1
sancionar,1
sandalia,4
sandokan,1
sandoval,2
sandrinho,1
sandro,1
saneamento,16
sanfonica,2
sangramentos,1
sangue,4
sanhaua,5
sanitaria,1
sanitario,5
santa,117
santana,24
santarem,2
santeiro,1
santiago,10
santinha,2
santinho,5
santinhos,13
santo,40
santos,73
santuario,17
saoatenis,1
sapatenis,57
sapatilha,7
sapato,72
sapatos,1
sapiranga,2
sara,4
saraiva,2
saramandaia,1
sarapatinhas,1
sargento,1
sarinha,1
sarney,2
sarto,26
sas,1
satelite,7
satiro,4
satisfacao,10
satisfazer,1
satisfeita,1
satisfeito,4
satisfeitoa,1
satisfeitos,1
saturado,1
saturnino,2
saudade,8
saudades,2
saudar,1
saudaveis,1
saudavel,12
saude,744
saudeeeeeeeeee,1
saudes,1
saudosa,1
saudoso,3
saulo,3
saulos,1
sazonal,1
sbt,3
sc,1
scheyvan,2
seara,1
sebastiao,8
sebrae,2
seca,1
secretaria,49
secretariageral,1
secretarias,4
secretario,18
secretarios,3
secreto,14
sede,18
sedes,1
seecretaria,1
sefaz,2
sefora,2
segmento,3
segmentos,2
segredo,3
segregar,1
segue,69
seguem,6
seguida,21
seguidas,1
seguido,1
seguidor,1
seguidores,4
seguidos,1
seguimento,1
seguimos,184
seguindo,15
seguinte,7
seguintes,1
seguir,402
seguira,24
seguiram,1
seguirei,5
seguirem,1
seguiremos,57
seguirmos,17
seguiu,2
segunda,33
segundafeira,22
segundasfeiras,2
segundei,1
segundo,146
segundona,1
segundos,16
segundou,4
segura,67
seguram,1
seguranca,217
segurando,9
seguras,3
segure,2
seguro,17
seguros,3
sei,76
seis,7
seixas,2
selecao,2
seleciona,1
selecionada,3
selecionados,2
selecionar,2
seletiva,1
seletivos,1
seleto,1
selfie,5
selfies,1
selo,1
selva,1
selvaaa,1
selvageria,1
semafaro,1
semaforo,3
semaforos,2
semana,125
semanas,4
semancol,1
semblante,3
semeando,1
semelhanca,3
semelhante,1
semente,1
sementeira,3
sementes,2
sempre,349
sen,3
sena,4
senado,4
senador,23
senadora,2
senadores,2
sendo,143
senhor,15
senhora,48
senhoras,1
senna,9
sensacao,5
sensacionalista,1
sensata,2
sensatez,2
sensato,1
sensibilidade,19
sensibilizacao,1
sensibilizam,1
sensiveis,4
sensivel,9
senso,2
sensores,2
sensorial,1
sentada,56
sentadas,2
sentado,2
sentados,2
sentanda,1
sentando,2
sentase,1
sente,11
sentem,1
senti,15
sentido,17
sentidos,3
sentime,1
sentimento,62
sentimentos,6
sentimos,33
sentindo,18
sentir,60
sentira,1
sentiram,1
sentirem,1
sentiremos,1
sentirse,1
sentiu,4
separa,5
separam,3
separamos,1
separar,3
separe,3
separou,2
sequencia,7
sequer,13
sera,321
serao,65
sereias,1
serem,8
serena,1
serenidade,2
sergio,51
sergipana,5
sergipanas,3
sergipanidade,6
sergipano,2
sergipanoa,1
sergipanos,7
sergipe,35
sergipense,4
serias,5
serie,24
seriedade,14
serio,114
serioo,1
serios,3
sermos,5
serpentario,1
serrano,1
serraria,1
serrinha,2
sertania,1
sertao,1
serve,3
servem,2
servico,53
servicos,77
servido,5
servidor,6
servidora,1
servidores,25
serviluz,13
servindo,3
servir,7
serviram,1
serviu,1
sesi,1
sessao,1
set,1
seta,3
sete,8
setembro,104
setimo,1
setor,29
setores,14
seturn,1
setv,3
sexta,25
sextafeira,41
sextamos,2
sextar,1
sexto,1
sextou,20
shaday,2
shalom,3
sheyla,1
shopee,1
shopping,3
shoppings,4
short,1
show,21
shows,3
si,8
sido,82
siga,25
sigamos,6
sigefredo,2
sigilo,5
significa,18
significado,8
significam,1
significativa,2
significativamente,1
significativas,3
significativo,3
significativos,1
signo,2
sigo,10
silas,3
silenciadas,1
silenciados,1
silencio,1
silenciosa,1
silenciosas,1
silhueta,1
silva,11
silveira,4
silviiiiin,1
silvin,6
sim,47
simao,1
simbolica,2
simbolico,2
simboliza,12
simbolizaria,1
simbolo,12
simbolos,2
simboooooooora,1
simbooooora,1
simboooora,8
simbooora,15
simbora,219
simboraa,3
simboraaa,2
simboraaaa,4
simboraaaaa,2
simboraaaaaa,1
simeao,2
simone,2
simpatia,1
simpatizantes,1
simples,17
simplesmente,11
simplificar,2
simula,2
simulacao,1
simulando,12
simultanea,1
sinai,1
sinais,17
sinal,10
sinalizacao,2
sinalizado,1
sincera,1
sinceramente,3
sinceras,1
sinceridade,2
sincero,9
sinceros,4
sindeaux,2
sindicato,6
sindicatos,3
sindipema,1
sindrome,8
sinduscon,1
sindusconjp,1
sinfonica,4
singela,1
sininho,2
sinomino,1
sinonimo,10
sintam,2
sintamse,1
sintax,1
sintese,1
sinto,23
sintolhes,1
sintome,4
sintonia,2
sintonize,5
siqueira,15
sirva,1
sistema,75
sistemao,331
sistemaoe,1
sistemas,2
site,21
sites,1
sitio,1
situacao,51
situacoes,4
skate,5
slam,1
smarties,1
smtt,2
so,513
soares,4
sob,53
sobe,3
sobenome,1
soberana,7
soberania,1
soberano,2
soberba,1
sobra,6
sobral,4
sobram,1
sobre,439
sobrecarga,1
sobrecarrega,1
sobrenome,1
sobrenomes,1
sobretudo,19
sobrevoo,1
sobrinho,2
sobrou,1
sociais,47
social,171
socialista,1
socializacao,1
socialmente,4
sociedade,25
sociedades,1
society,1
socio,1
socioambientais,1
socioambiental,2
socioeducativo,1
socorrao,1
socorrer,1
socorridas,1
socorrinha,1
socorro,8
socos,1
sofa,1
sofra,1
sofre,20
sofrem,9
sofrendo,8
sofrer,4
sofrera,1
sofreram,1
sofreu,1
sofria,1
sofrida,2
sofrido,3
sofridos,1
sofrimento,9
software,1
soinho,1
sol,34
sola,2
solano,2
solar,8
soldado,1
soledade,15
solene,1
solenidade,1
solicitacao,2
solicitando,1
solicitar,2
solida,5
solidaria,10
solidarias,1
solidariedade,236
solidario,4
solidarizo,2
solidas,2
solido,2
solidos,1
solo,5
solon,1
solta,4
soltamos,1
soltando,1
soltar,1
solto,1
solucao,19
solucionado,1
solucionar,9
solucoes,107
solzao,2
som,16
soma,4
somada,1
somado,1
somam,1
somando,6
somar,16
somarem,1
sombra,1
somente,10
somese,1
somou,1
sondagem,1
sonha,8
sonhada,1
sonhado,1
sonhadora,1
sonham,4
sonhamos,14
sonhando,2
sonhar,20
sonhei,2
sonho,62
sonhos,39
sonia,1
sono,1
sonora,1
sonoros,1
sonza,1
sopa,2
sorri,1
sorrindo,6
sorrir,24
sorriso,56
sorrisos,29
sorte,21
sorteada,1
sorteadas,1
sortear,2
sortearemos,1
sorteio,13
sorteios,4
sorveteria,1
soteropolitanas,3
soteropolitano,1
soteropolitanos,7
soube,2
soubemos,1
souber,1
soubesse,1
sousa,2
souza,7
sozinha,1
sozinhas,1
sozinho,7
sozinhos,2
sp,1
space,1
spaulo,1
spoiler,5
spotify,2
springfield,1
sr,2
ss,1
stage,3
star,1
start,1
status,1
stella,1
stf,2
stores,4
storie,1
stories,24
storiesdestaques,1
story,1
storymaker,1
strans,1
strava,1
studart,1
styvenson,2
suadas,1
suando,1
suar,1
suassuna,2
subestacao,1
subestima,1
subestimar,1
subimos,4
subindo,5
subir,6
subiu,5
submetido,1
subserviente,1
subservientes,1
subsidiar,1
subsidio,1
subsidios,1
substituem,1
substituilos,1
substituir,1
suburbana,1
suburbio,8
suburbios,1
sucatao,1
sucatas,1
sucateada,1
sucateado,2
sucateados,2
sucateamento,2
sucateiam,1
sucedidos,1
sucesso,55
suco,4
sudeste,16
sueleide,2
suficiente,1
suficientes,5
sufocando,1
sugere,1
sugestao,1
sugestoes,10
suicidio,2
suissa,5
suja,7
sujar,1
sujeira,1
sujeito,1
sujeitos,2
sujo,34
sujos,2
sujou,1
sul,83
sumiu,1
super,24
supera,1
superacao,4
superada,1
superadas,1
superado,1
superamos,1
superar,7
superavit,1
superdotacao,1
superdotados,1
supere,1
superheroi,1
superintendente,1
superior,10
superlotacao,2
supermercadistas,1
supermercado,3
superou,1
supervendas,2
supervisionadas,1
suplente,1
suportar,1
suporte,23
suportou,1
suposta,3
supostamente,1
supostas,1
suposto,4
suprir,3
suquinho,4
surda,1
surdas,1
surdo,1
surdos,5
surge,4
surgem,3
surgindo,3
surgir,5
surgiram,1
surgiu,2
surpreender,1
surpreendida,1
surpresa,5
surreal,2
surto,1
surubim,1
sus,21
suspeita,2
suspender,2
suspensao,4
suspiro,1
sussuarana,2
sustancia,2
sustentabilidade,25
sustentam,1
sustentar,3
sustentarao,1
sustentaveis,3
sustentavel,41
sustento,4
susto,3
suzuki,1
ta,547
tabata,9
tablets,2
tabor,1
tabosa,4
tabuleiro,3
taca,1
taciana,1
tadinhos,1
tais,3
tal,13
talento,6
talentos,11
talentosa,2
talo,1
talvez,5
tamandare,4
tamanha,1
tamanho,10
tamarineira,8
tambau,10
tambem,490
tambemno,1
tamo,19
tamos,8
tancredo,3
tanta,38
tantas,59
tanto,162
tantos,27
tao,145
tapar,1
tapeada,1
tapete,1
tapioca,1
tapioquinha,1
tapume,1
tapumes,1
taquari,5
tarde,33
tardezinha,2
tardio,1
tarefa,3
tarefas,1
tarifa,38
tarifas,3
tasso,3
tatiana,2
tatianna,1
taticas,2
tatil,1
tatto,2
tava,9
tavares,1
taveira,1
tavora,3
taxa,26
taxas,2
taxi,1
taxis,3
taxista,2
taxistas,6
tb,1
tbm,6
tbt,4
tce,2
tcepe,1
tchau,2
tdah,1
tea,22
teandi,1
teatro,18
tebet,2
teca,1
tech,7
tecio,1
teclado,1
teclados,1
teclar,2
tecnica,7
tecnicamente,1
tecnicas,1
tecnico,7
tecnicos,4
tecnologia,67
tecnologias,3
tecnologica,1
tecnologico,4
teeeem,1
teimosa,4
tejipio,5
tela,9
telas,1
telecomunicacoes,1
teleconsultas,1
telefone,3
telefonica,3
telejornalismo,1
telemar,1
telemedicina,11
telespectadores,2
telessaude,1
televisao,8
televisoes,1
telhado,1
telinha,2
telo,2
tema,19
temas,7
tematica,1
tematicos,1
teme,6
temem,1
temer,2
temida,1
tempinho,3
templo,4
tempo,138
temporada,4
tempos,9
tendencia,1
tendo,35
tenente,2
tenis,186
tenorio,1
tenta,11
tentaculo,1
tentam,7
tentando,7
tentar,19
tentaram,2
tentativa,7
tentativas,1
tentavam,1
tente,2
tentei,1
tenteiiii,1
tentou,3
teofilo,2
teoria,1
tera,46
terao,26
terapeutica,1
terapia,1
terapias,1
terca,9
tercafeira,24
tercasfeiras,1
terceira,16
terceirao,1
terceirizado,1
terceirizados,1
terceirizar,1
terceiro,5
terco,3
terem,10
teresa,10
teresinense,28
teresinenses,59
teresinha,2
tereza,1
terezinha,4
termina,3
terminais,20
terminal,9
terminamos,1
terminando,2
terminar,7
terminei,1
termino,7
terminou,2
termo,3
termometro,4
termos,22
terno,3
terra,25
terreiro,1
terreno,2
terrenos,3
territoriais,1
territorio,7
territorios,3
terriveis,2
terrivel,1
terror,2
tesouros,1
testado,8
testados,2
testar,1
testemunha,2
testemunham,1
testemunhar,2
testemunharam,1
testemunhas,1
testemunho,1
teto,4
texto,24
textos,3
thais,2
thales,1
thanandra,1
the,3
theisen,2
thiago,1
threads,5
tia,10
tiago,3
tido,5
tik,1
tiktok,1
tiktoker,1
tililim,1
timaco,1
timbo,4
time,471
timeline,2
times,1
timor,1
timorleste,1
timpano,1
tinhamos,2
tinindo,3
tio,11
tipico,2
tipo,40
tipos,6
tira,5
tiradentes,8
tirados,1
tiram,2
tiramos,1
tirando,3
tirar,30
tire,5
tirei,1
tirem,1
tirinete,1
tiro,1
tirou,3
tita,1
tito,1
titulo,6
titulos,4
tivessemos,1
tmj,5
to,52
toa,2
toada,1
tobias,2
toca,3
tocando,1
tocar,11
toda,379
todas,298
todes,1
todinha,6
todo,400
todoa,1
todoooo,1
todos,1112
toinho,1
tok,1
tolerada,1
tolerado,1
toleramos,2
tolerancia,14
tolerar,3
toleraremos,1
tolerarmos,1
toleravel,1
tolerencia,1
tom,1
toma,7
tomada,8
tomadas,11
tomado,1
tomamos,1
tomando,24
tomar,19
tomaram,1
tomaria,1
tomas,3
tomaz,1
tombado,1
tome,9
tomei,2
tomem,2
tomografia,1
tomou,41
tona,7
toneladas,1
tonucci,1
top,13
topada,2
topado,1
topo,9
topp,1
toque,2
torar,2
torce,7
torcedores,2
torcendo,1
torcer,6
torcida,8
torcidas,1
torna,3
tornado,1
tornala,2
tornam,1
tornamos,2
tornando,10
tornandoa,1
tornandoo,1
tornar,48
tornara,3
tornaram,2
tornaramse,1
tornarmos,1
tornase,1
tornasse,1
torne,4
tornei,2
torneios,1
tornem,1
torno,5
tornou,10
tornouse,3
tornozeleira,1
torquato,10
torre,3
torres,1
torturados,1
totais,1
total,34
totalizando,2
totalmente,12
totem,2
totens,1
toto,1
totonho,1
tour,1
trabalha,32
trabalhada,1
trabalhado,4
trabalhador,35
trabalhadora,3
trabalhadoras,10
trabalhadores,48
trabalham,8
trabalhamos,14
trabalhando,90
trabalhar,165
trabalharam,1
trabalharei,1
trabalharem,3
trabalharemos,6
trabalhe,4
trabalhei,12
trabalhem,2
trabalhistas,1
trabalho,882
trabalhos,5
trabalhou,10
tracado,1
tracados,1
tracamos,2
tracao,2
tracar,1
tradicao,11
tradicionais,3
tradicional,8
tradicoes,9
traducao,1
traduz,1
traduzem,1
trafego,4
traficantes,1
trafico,11
traga,24
tragam,4
tragedia,18
trago,5
training,1
trajada,1
trajando,3
trajeto,14
trajetoria,83
trajetorias,2
trajetos,2
tramandai,1
tramontina,1
trampo,1
tranquila,8
tranquilamente,1
tranquilas,3
tranquilidade,28
tranquilizar,1
tranquilo,10
tranquilos,2
transborda,2
transbordam,1
transbordando,1
transborde,1
transcricao,2
transferencia,6
transferimos,1
transferindo,1
transforma,14
transformacao,113
transformacoes,16
transformada,3
transformadas,3
transformado,6
transformador,4
transformadora,5
transformadoras,1
transformados,2
transformala,1
transformalos,2
transformam,5
transformamos,8
transformando,28
transformandoo,3
transformandoos,2
transformar,336
transformara,1
transformaram,4
transformarao,1
transformarei,1
transformaremos,2
transformarmos,2
transforme,6
transformem,2
transformou,20
transicao,2
transitam,1
transitando,2
transitar,2
transito,47
transitoriedade,1
transmissao,3
transmita,1
transmite,4
transmitem,3
transmitiam,1
transmitido,3
transmitindo,1
transparencia,30
transparente,4
transporte,219
transportes,5
transtorno,9
transtornos,6
transversais,1
transversal,1
trapiche,3
trara,4
traremos,6
tras,35
trata,14
tratada,8
tratadas,1
tratado,3
tratados,4
tratalos,1
tratam,1
tratamento,24
tratamentos,2
tratamos,1
tratando,1
tratar,7
tratase,6
tratei,1
trato,1
trauminha,1
travada,1
travado,1
travar,1
trave,1
travei,1
travessa,3
traz,50
trazem,5
trazemos,3
trazendo,61
trazer,109
tre,3
trecho,14
trechos,4
treeeze,1
treina,1
treinando,4
treinar,3
treino,2
trem,2
treme,1
tremer,1
tremulando,1
trend,4
trern,1
tres,47
trese,1
treta,1
tribuna,4
tribunal,12
tributaria,1
tributos,1
triciclos,1
trilha,1
trilhando,1
trilhar,1
trilharem,1
trilhe,1
trilhos,3
trilililili,1
trimestre,2
trindade,4
trinques,1
trinta,1
triplicacao,1
triplicar,11
triplice,1
triplicou,1
triste,13
tristes,2
tristeza,5
troando,2
troca,28
trocado,1
trocamos,3
trocando,1
trocar,12
trocas,7
trocatroca,1
troncha,1
troncho,1
tropa,29
tropas,5
tropinha,1
trouxe,32
trouxemos,6
trouxeram,4
trucks,1
trunfo,1
tse,52
tsese,10
tsunami,4
tubarao,1
tubo,1
tudinho,1
tudo,297
tudoooo,1
tumores,1
tumultuar,1
tunel,1
turismo,49
turista,5
turistas,11
turistica,1
turistico,10
turisticos,3
turma,38
turmas,1
turno,303
turnopara,1
turnos,1
tutora,1
tutores,4
tutorial,4
tuuudo,1
tuuuudo,1
tv,192
tvbahia,1
tve,3
tvintermares,1
tvs,2
ubpdtmobilizaprtbfederacao,223
ubs,15
ubss,6
uchoa,1
ueb,1
ufba,1
ufc,1
ufma,1
ufpb,1
ufpe,1
ufrn,2
uh,1
ujs,1
ulisses,26
ultima,32
ultimamente,1
ultimas,11
ultimo,39
ultimos,59
ultrapassa,2
ultrapassada,1
ultrapassados,2
ultrapassam,1
ultrapassou,1
ultrassom,5
umas,5
umbandista,1
una,1
unanimidade,4
unb,3
uncme,1
une,15
unem,5
unesco,1
unha,1
uniao,326
unica,53
unicas,1
unicef,2
unico,39
unicos,4
unida,11
unidade,19
unidades,57
unidas,7
unido,5
unidos,78
unificado,3
unificar,1
unimos,4
unindo,15
unir,33
uniram,4
unirmos,5
unitodos,1
uniu,3
universal,3
universalidade,1
universidade,6
universidades,4
universitaria,1
universitario,12
universitarios,1
universo,3
unp,2
uns,5
uol,1
upa,3
upas,22
upinha,2
urban,3
urbana,64
urbanas,3
urbanismo,1
urbanista,1
urbanistica,1
urbanizacao,5
urbanizamos,1
urbanizando,1
urbanizar,2
urbano,12
urbanos,3
urderiana,2
